gourd_type,variety_name,season,avg_temperature,avg_humidity,avg_rainfall_mm,soil_moisture,fertilizer_type,fertilizer_frequency,plant_health_score,successful_pollinations,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
sponge_gourd,patola_smooth,dry,30.4,73.0,1.5,55.2,chemical,monthly,4,8,43,8,0.55,4.4
bitter_gourd,ampalaya_oblong,wet,29.2,84.8,20.7,57.5,chemical,none,3,3,50,3,0.22,0.66
sponge_gourd,patola_smooth,dry,33.2,65.2,3.5,59.1,chemical,weekly,3,9,52,9,0.4,3.6
bitter_gourd,ampalaya_hybrid,wet,29.9,85.4,22.1,75.9,organic,biweekly,4,13,45,13,0.19,2.47
bottle_gourd,upo_smooth,wet,30.7,85.5,17.8,55.9,organic,monthly,5,18,56,18,2.95,53.1
cucumber,pipino_japanese,dry,29.8,72.5,9.3,75.4,chemical,none,3,13,40,13,0.26,3.38
sponge_gourd,patola_ridged,dry,24.5,64.4,5.2,63.9,organic,weekly,4,16,45,16,0.46,7.36
bitter_gourd,ampalaya_bilog,dry,32.8,74.0,7.2,60.0,mixed,none,5,14,47,14,0.28,3.92
bottle_gourd,upo_smooth,dry,26.7,71.2,6.2,64.5,chemical,biweekly,4,15,49,15,2.56,38.4
cucumber,pipino,dry,28.0,56.0,3.8,62.9,organic,biweekly,3,11,41,11,0.32,3.52
sponge_gourd,patola,dry,28.6,55.7,9.6,59.9,mixed,monthly,5,20,42,20,0.7,14.0
cucumber,pipino_japanese,wet,31.2,89.5,12.7,64.7,organic,biweekly,3,10,40,10,0.23,2.3
bitter_gourd,ampalaya_bilog,wet,26.4,73.1,14.5,53.5,none,none,3,10,50,10,0.37,3.7
sponge_gourd,patola,dry,32.8,73.1,0.5,78.2,chemical,none,3,10,49,10,0.42,4.2
cucumber,pipino_native,dry,33.2,69.1,7.3,70.6,organic,biweekly,4,14,42,14,0.3,4.2
cucumber,pipino_native,wet,31.1,84.8,15.1,62.8,none,weekly,3,8,39,8,0.37,2.96
sponge_gourd,patola_smooth,wet,27.5,78.9,19.0,56.2,chemical,monthly,2,2,46,2,0.52,1.04
bitter_gourd,ampalaya_bilog,dry,32.3,67.7,4.3,53.4,organic,none,5,16,41,16,0.35,5.6
bitter_gourd,ampalaya_bilog,wet,27.4,72.9,10.6,60.5,none,none,3,6,52,6,0.45,2.7
cucumber,pipino,dry,27.4,73.2,7.6,77.7,organic,biweekly,4,12,37,12,0.24,2.88
cucumber,pipino_native,dry,25.2,57.6,4.6,54.6,chemical,monthly,4,13,40,13,0.29,3.77
bitter_gourd,ampalaya_oblong,dry,24.1,58.5,1.2,71.1,chemical,none,4,12,47,12,0.19,2.28
cucumber,pipino_japanese,dry,30.1,67.8,3.7,60.8,mixed,weekly,5,17,34,17,0.32,5.44
bitter_gourd,ampalaya_bilog,dry,27.7,74.1,0.6,53.5,organic,none,3,11,47,11,0.41,4.51
bottle_gourd,upo_long,dry,33.9,62.1,1.8,78.5,chemical,weekly,4,14,60,14,2.35,32.9
bitter_gourd,ampalaya_bilog,wet,30.2,77.6,29.7,73.8,chemical,none,4,19,45,19,0.43,8.17
bottle_gourd,upo_long,dry,28.9,73.2,4.0,75.1,mixed,monthly,4,10,59,10,3.37,33.7
sponge_gourd,patola_smooth,dry,29.4,55.7,8.0,58.1,chemical,none,4,10,43,10,0.46,4.6
sponge_gourd,patola_smooth,wet,31.2,88.1,21.4,56.0,none,monthly,3,7,50,7,0.62,4.34
cucumber,pipino,dry,32.7,62.7,3.3,75.2,mixed,biweekly,4,7,43,7,0.35,2.45
sponge_gourd,patola,wet,28.5,83.4,15.1,69.1,none,none,4,14,41,14,0.7,9.8
sponge_gourd,patola_smooth,dry,25.8,65.8,8.7,54.5,organic,monthly,4,10,48,10,0.3,3.0
bitter_gourd,ampalaya_oblong,dry,34.4,62.0,6.6,66.6,mixed,monthly,3,7,52,7,0.29,2.03
bitter_gourd,ampalaya_hybrid,dry,31.9,64.3,3.6,73.0,none,monthly,4,12,52,12,0.26,3.12
bottle_gourd,upo_long,wet,31.8,71.8,28.7,78.2,mixed,weekly,4,9,51,9,2.55,22.95
sponge_gourd,patola_ridged,wet,28.7,79.0,20.7,54.8,none,weekly,5,16,44,16,0.77,12.32
bottle_gourd,upo_round,wet,29.2,80.6,26.9,77.6,none,weekly,3,9,56,9,1.01,9.09
bitter_gourd,ampalaya_bilog,dry,28.9,58.9,9.3,74.8,organic,weekly,4,18,47,18,0.25,4.5
cucumber,pipino_native,dry,26.4,68.0,2.6,79.9,chemical,weekly,3,8,41,8,0.38,3.04
cucumber,pipino,wet,31.0,78.8,14.6,63.7,organic,weekly,3,10,37,10,0.27,2.7
cucumber,pipino,dry,33.0,67.9,9.9,73.8,mixed,biweekly,4,17,43,17,0.39,6.63
bitter_gourd,ampalaya_hybrid,wet,28.9,88.6,28.4,56.8,chemical,monthly,4,11,48,11,0.26,2.86
sponge_gourd,patola_ridged,wet,30.4,75.3,18.2,79.1,none,weekly,5,17,43,17,0.66,11.22
bottle_gourd,upo_long,wet,31.7,87.5,13.8,55.6,none,none,3,11,59,11,2.66,29.26
sponge_gourd,patola,wet,26.9,70.3,24.3,71.9,mixed,none,4,14,45,14,0.51,7.14
bottle_gourd,upo_smooth,wet,27.7,77.0,12.8,76.8,organic,biweekly,4,12,50,12,2.98,35.76
sponge_gourd,patola_smooth,dry,24.6,57.0,3.8,73.7,mixed,biweekly,5,15,45,15,0.8,12.0
bottle_gourd,upo_round,dry,34.8,55.3,1.2,69.1,chemical,none,3,13,55,13,1.33,17.29
bitter_gourd,ampalaya_bilog,wet,29.9,78.6,20.3,57.5,mixed,none,5,21,44,21,0.33,6.93
cucumber,pipino,wet,27.4,82.2,28.1,77.0,none,biweekly,5,14,36,14,0.35,4.9
sponge_gourd,patola_ridged,wet,29.2,88.8,12.0,65.3,chemical,none,4,15,49,15,0.45,6.75
bitter_gourd,ampalaya_hybrid,wet,29.8,81.3,24.4,59.8,none,weekly,5,15,45,15,0.16,2.4
sponge_gourd,patola_ridged,wet,30.5,88.9,25.0,68.0,organic,none,4,10,43,10,0.31,3.1
sponge_gourd,patola_smooth,wet,31.4,73.1,19.6,73.8,organic,biweekly,4,21,45,21,0.64,13.44
bitter_gourd,ampalaya_oblong,dry,27.6,55.2,7.8,63.5,none,biweekly,4,9,48,9,0.3,2.7
bottle_gourd,upo_smooth,wet,31.8,71.6,25.2,59.0,chemical,monthly,4,14,58,14,2.54,35.56
bitter_gourd,ampalaya_bilog,dry,34.5,71.6,0.5,63.9,mixed,none,4,17,51,17,0.32,5.44
cucumber,pipino_japanese,dry,27.5,62.5,1.5,59.7,mixed,biweekly,3,14,38,14,0.35,4.9
sponge_gourd,patola_ridged,wet,26.8,72.2,17.1,68.6,mixed,biweekly,4,15,49,15,0.46,6.9
bitter_gourd,ampalaya_hybrid,wet,30.5,73.3,16.0,52.0,chemical,weekly,2,8,54,8,0.39,3.12
bitter_gourd,ampalaya_oblong,dry,33.5,74.0,7.1,72.8,organic,biweekly,4,16,50,16,0.21,3.36
bitter_gourd,ampalaya_hybrid,dry,33.1,59.6,6.7,65.8,mixed,biweekly,5,14,43,14,0.28,3.92
cucumber,pipino,dry,33.1,68.4,6.5,71.1,organic,weekly,4,11,37,11,0.37,4.07
bottle_gourd,upo_long,dry,24.2,64.8,8.6,76.8,organic,none,4,19,57,19,1.3,24.7
bitter_gourd,ampalaya_hybrid,dry,31.2,57.0,8.8,58.1,none,none,4,8,52,8,0.27,2.16
cucumber,pipino_japanese,wet,27.5,79.1,16.1,69.8,none,weekly,4,7,37,7,0.31,2.17
cucumber,pipino_native,dry,27.4,55.3,9.3,59.5,chemical,none,3,7,44,7,0.3,2.1
cucumber,pipino_native,wet,29.3,89.5,15.2,71.5,none,weekly,4,4,44,4,0.2,0.8
sponge_gourd,patola_smooth,dry,32.3,73.8,1.0,76.3,chemical,biweekly,3,6,46,6,0.48,2.88
bitter_gourd,ampalaya_hybrid,dry,34.9,66.3,1.4,62.4,chemical,biweekly,4,14,48,14,0.34,4.76
sponge_gourd,patola_ridged,dry,29.9,55.7,7.7,72.2,mixed,biweekly,4,16,41,16,0.58,9.28
bitter_gourd,ampalaya_oblong,dry,31.9,64.6,1.1,59.8,organic,monthly,5,16,42,16,0.38,6.08
cucumber,pipino_japanese,wet,28.9,72.0,17.1,54.3,mixed,weekly,4,18,42,18,0.27,4.86
bottle_gourd,upo_smooth,wet,30.0,72.2,27.7,75.3,organic,monthly,4,16,60,16,3.01,48.16
bottle_gourd,upo_long,dry,24.5,61.7,5.7,71.7,organic,biweekly,3,16,54,16,1.86,29.76
cucumber,pipino,dry,33.4,70.8,2.3,64.2,organic,none,4,14,37,14,0.25,3.5
