plant_type,plant_age,temperature,humidity,sunlight_hours,soil_ph,soil_type,watering_frequency,fertilizer_type,fertilizer_frequency,pest_control,height,leaf_count,stem_thickness,health_rating,male_flowers,female_flowers
upo_smooth,104,28.4,71.7,7.2,6.2,loamy,2,none,2,as-needed,304.2,72,20.4,3,21,13
patola,59,29.2,70.7,5.5,6.5,loamy,6,mixed,1,regular,204.7,23,21.1,5,34,15
patola,52,22.0,74.4,6.9,6.6,loamy,2,organic,1,regular,379.0,57,24.2,4,33,11
patola,50,18.9,68.0,7.0,6.0,loamy,2,mixed,1,as-needed,285.7,42,15.7,3,17,5
kalabasa,61,31.7,48.9,7.8,6.6,clay,4,mixed,1,regular,407.2,48,17.4,3,30,9
cucumber,55,27.4,73.3,4.4,6.2,clay,4,mixed,3,none,156.7,28,19.3,3,21,12
patola,58,26.3,74.7,7.1,6.4,loamy,3,organic,1,regular,368.9,39,6.5,2,11,5
cucumber,37,18.8,60.9,3.7,6.6,loamy,2,chemical,1,regular,61.6,31,17.4,5,15,11
kalabasa,42,28.1,79.1,4.8,6.4,loamy,4,organic,3,as-needed,520.6,57,6.2,2,19,8
kalabasa,100,29.6,85.9,10.9,6.1,loamy,6,organic,1,none,416.0,36,8.5,4,18,3
cucumber,31,25.7,78.1,6.9,6.1,loamy,4,chemical,1,as-needed,205.4,51,7.1,5,40,21
patola,56,32.7,74.1,7.5,6.4,clay,5,organic,0,as-needed,256.1,46,12.6,5,27,14
cucumber,52,21.8,81.8,7.0,6.4,silty,5,organic,3,regular,145.6,68,5.2,4,39,29
upo_smooth,64,26.3,63.9,9.0,6.6,loamy,4,mixed,2,regular,154.1,22,5.7,3,47,22
kalabasa,57,23.2,75.6,6.0,6.7,sandy,5,organic,2,regular,457.9,78,8.4,3,35,11
cucumber,71,17.7,73.6,11.1,6.6,loamy,5,mixed,2,as-needed,158.6,57,13.9,5,16,8
patola,40,38.1,40.8,9.2,6.6,loamy,5,organic,2,as-needed,169.6,26,18.4,4,11,5
ampalaya_bilog,44,22.7,60.4,6.8,6.1,silty,4,chemical,2,regular,160.5,62,12.7,3,34,15
upo_smooth,64,31.5,68.1,7.5,6.5,silty,4,organic,2,as-needed,207.3,47,11.1,2,21,17
kalabasa,41,26.4,76.7,9.7,6.2,clay,2,chemical,3,intensive,452.1,75,19.1,4,35,14
cucumber,22,22.1,64.8,6.6,6.5,clay,5,organic,4,as-needed,226.4,13,21.7,2,14,8
kalabasa,41,20.9,76.6,7.9,6.1,silty,6,organic,2,intensive,159.3,34,24.5,3,28,13
cucumber,82,31.9,65.8,5.4,5.5,loamy,6,mixed,3,none,195.1,61,7.2,3,8,6
ampalaya_bilog,31,27.8,79.4,6.8,6.4,silty,5,chemical,2,regular,97.8,51,16.1,3,28,11
patola,52,28.7,52.1,7.9,7.5,loamy,3,chemical,0,regular,228.7,21,8.1,4,31,17
ampalaya_bilog,44,27.0,41.3,8.9,6.8,loamy,5,mixed,1,regular,271.2,16,22.2,4,29,12
upo_smooth,62,28.9,71.3,3.1,6.8,sandy,8,organic,3,as-needed,292.8,15,20.3,4,28,10
upo_smooth,54,36.5,82.5,9.3,6.1,sandy,4,chemical,2,intensive,244.7,69,5.7,3,13,8
upo_smooth,69,26.0,78.4,7.6,6.6,loamy,7,organic,4,regular,368.4,11,14.9,3,41,20
upo_smooth,57,25.3,88.9,7.7,6.6,loamy,4,mixed,4,intensive,368.4,62,18.0,5,48,27
upo_smooth,58,17.7,72.7,7.7,6.6,loamy,4,chemical,4,as-needed,435.5,60,21.5,2,18,7
patola,64,22.5,60.6,8.7,5.9,sandy,4,none,0,regular,153.0,12,6.4,2,14,9
ampalaya_bilog,59,29.7,55.7,9.9,6.4,loamy,5,mixed,4,as-needed,288.6,63,16.5,5,35,17
ampalaya_bilog,60,25.4,66.5,7.2,6.2,loamy,4,organic,3,regular,99.0,67,7.1,3,32,16
kalabasa,25,28.8,89.2,9.2,6.1,loamy,4,chemical,2,as-needed,437.7,39,5.4,4,26,6
cucumber,44,17.8,63.3,7.1,6.5,loamy,5,organic,3,as-needed,214.1,31,18.5,5,33,13
ampalaya_bilog,63,33.9,91.6,11.7,5.0,loamy,4,chemical,3,regular,186.3,40,8.0,1,5,3
ampalaya_bilog,91,29.8,66.0,7.5,6.6,sandy,2,organic,1,as-needed,157.4,66,23.6,3,20,11
kalabasa,100,22.6,68.0,7.3,6.4,loamy,4,mixed,2,as-needed,123.8,30,7.1,3,14,5
kalabasa,45,22.9,77.0,7.2,6.4,loamy,4,mixed,2,regular,290.8,60,8.5,2,23,8
ampalaya_bilog,51,33.3,44.3,5.2,5.6,loamy,4,mixed,1,as-needed,93.3,43,6.1,5,29,16
kalabasa,59,28.0,76.6,6.8,6.5,clay,4,chemical,0,intensive,376.2,49,16.2,1,18,7
kalabasa,45,24.6,61.7,11.9,6.7,loamy,6,organic,2,intensive,501.0,34,24.0,2,17,4
kalabasa,46,38.8,76.9,7.4,6.6,loamy,5,chemical,1,intensive,431.6,16,22.2,2,6,6
ampalaya_bilog,56,26.1,92.3,10.8,7.6,loamy,6,mixed,2,intensive,230.5,59,13.3,5,24,12
ampalaya_bilog,41,25.7,67.8,7.3,6.9,loamy,4,organic,0,as-needed,218.7,43,15.0,3,37,19
ampalaya_bilog,42,21.9,67.7,7.7,6.2,loamy,2,chemical,1,as-needed,138.4,72,14.5,4,29,14
cucumber,80,17.6,62.0,6.2,6.2,silty,4,none,2,as-needed,244.8,40,13.2,3,13,8
cucumber,53,39.8,77.9,9.5,5.3,silty,4,organic,1,as-needed,103.8,47,18.2,4,35,10
patola,38,27.6,56.0,6.0,6.5,clay,4,mixed,2,regular,346.5,70,5.6,3,21,13
patola,50,37.1,79.5,10.4,6.3,silty,3,mixed,4,none,252.4,47,6.1,1,5,1
cucumber,44,27.2,76.6,6.9,6.6,loamy,2,organic,3,regular,119.5,32,16.0,3,29,20
upo_smooth,49,28.3,71.4,7.5,6.8,loamy,6,chemical,4,as-needed,429.4,71,16.7,3,43,15
upo_smooth,62,28.6,59.5,6.1,6.3,loamy,6,mixed,2,as-needed,272.1,38,12.1,2,15,15
cucumber,55,26.6,76.3,6.0,7.5,clay,5,organic,0,as-needed,184.8,48,23.8,5,54,27
ampalaya_bilog,51,25.5,71.5,6.7,6.3,loamy,4,chemical,3,as-needed,232.5,28,17.9,5,30,20
cucumber,60,18.1,62.3,7.9,6.8,clay,5,chemical,2,intensive,102.4,66,12.3,4,24,10
cucumber,44,33.6,88.9,7.6,6.8,silty,5,chemical,2,regular,245.0,45,24.4,3,40,16
kalabasa,21,33.4,71.6,3.1,7.3,loamy,4,mixed,2,as-needed,207.2,17,17.2,5,15,3
ampalaya_bilog,80,26.1,69.4,6.3,6.5,sandy,4,mixed,2,none,179.5,26,15.3,4,17,7
upo_smooth,53,24.9,60.6,8.5,6.6,loamy,8,mixed,3,intensive,185.5,62,11.4,4,31,14
patola,51,29.1,71.6,4.4,6.7,loamy,4,organic,4,none,176.0,41,9.9,4,30,10
upo_smooth,65,28.0,69.9,7.2,6.6,sandy,4,organic,2,regular,241.9,10,10.0,4,63,30
ampalaya_bilog,24,24.4,76.2,11.1,7.7,loamy,4,chemical,4,as-needed,273.3,59,8.2,3,6,6
patola,84,38.8,41.2,6.5,6.1,silty,6,chemical,2,as-needed,278.8,48,14.6,4,15,8
kalabasa,62,25.5,70.2,5.2,6.5,loamy,4,organic,2,none,266.7,73,16.5,1,14,6
cucumber,47,20.9,51.4,6.3,6.5,clay,6,chemical,1,as-needed,141.6,58,17.5,3,25,15
patola,65,28.0,71.1,6.3,6.6,loamy,4,chemical,3,as-needed,378.9,77,5.2,3,22,10
kalabasa,56,23.8,79.5,8.9,6.1,clay,5,none,1,none,375.4,30,16.2,4,12,1
kalabasa,40,25.8,75.1,8.0,6.1,silty,5,organic,3,none,401.4,21,6.8,3,32,4
patola,64,30.2,72.2,7.7,5.2,loamy,4,organic,2,none,327.6,31,23.3,4,23,14
ampalaya_bilog,47,25.1,92.5,9.4,5.3,loamy,4,mixed,4,regular,234.5,41,12.1,5,39,20
patola,51,35.1,65.6,8.1,6.3,loamy,5,chemical,2,as-needed,278.0,38,20.4,3,10,5
upo_smooth,61,28.9,76.2,7.9,7.1,sandy,4,chemical,2,as-needed,157.1,14,7.3,5,55,32
ampalaya_bilog,73,27.5,59.6,7.0,6.0,silty,5,chemical,4,as-needed,205.1,66,20.2,3,26,9
patola,41,18.7,70.2,6.6,6.5,silty,5,organic,0,intensive,293.6,25,19.5,4,23,9
kalabasa,42,16.2,74.9,7.0,7.8,loamy,4,chemical,1,intensive,175.8,33,24.2,5,34,10
cucumber,21,29.7,62.9,6.3,6.7,loamy,7,organic,4,regular,139.4,65,24.1,4,32,18
ampalaya_bilog,53,27.5,71.7,6.4,6.6,loamy,5,chemical,4,none,115.9,45,15.5,1,10,9
kalabasa,31,31.8,64.5,5.1,6.5,loamy,3,chemical,2,regular,125.4,40,5.3,4,25,8
upo_smooth,70,33.8,45.5,11.3,6.3,loamy,3,organic,3,intensive,280.5,21,18.7,4,33,18
patola,61,27.8,72.2,11.2,6.8,clay,3,none,2,intensive,350.9,69,16.4,2,6,6
ampalaya_bilog,53,25.3,65.5,7.3,6.0,loamy,5,organic,0,regular,275.5,48,6.3,4,47,21
cucumber,46,27.8,86.3,6.1,6.1,loamy,7,organic,0,regular,104.4,39,7.0,2,13,13
upo_smooth,60,25.8,53.0,6.8,6.3,loamy,3,mixed,0,intensive,253.8,27,17.3,2,34,4
patola,61,17.1,50.7,6.2,7.2,loamy,6,chemical,1,as-needed,251.0,15,17.7,1,7,3
kalabasa,54,17.5,62.8,6.3,6.5,loamy,6,organic,2,intensive,337.9,54,6.4,2,15,2
cucumber,54,25.3,72.5,7.4,6.6,clay,7,organic,4,as-needed,181.2,75,17.4,2,28,13
patola,49,32.6,75.3,6.5,5.0,sandy,7,chemical,2,as-needed,329.2,25,19.8,3,25,12
upo_smooth,54,36.2,73.3,6.0,6.8,silty,6,organic,4,regular,191.3,57,22.1,2,15,2
ampalaya_bilog,74,27.3,77.8,6.8,6.0,clay,6,mixed,2,as-needed,93.0,37,14.2,5,30,17
upo_smooth,69,35.6,40.3,7.4,6.5,loamy,5,chemical,2,regular,275.3,47,23.8,3,19,13
patola,62,28.6,66.1,4.6,6.2,clay,4,none,1,intensive,275.0,22,19.1,4,22,2
ampalaya_bilog,43,32.8,72.1,6.1,6.5,silty,3,chemical,2,regular,224.7,64,9.1,4,40,16
cucumber,22,15.7,77.8,7.3,5.6,silty,6,none,3,as-needed,180.6,17,13.0,3,16,8
cucumber,29,23.8,72.1,6.9,6.1,clay,4,chemical,3,as-needed,203.3,18,7.2,3,28,13
kalabasa,52,26.6,65.0,6.1,6.0,sandy,7,mixed,3,regular,320.7,57,16.1,5,44,18
patola,40,27.3,71.3,4.2,7.9,loamy,6,chemical,1,regular,248.0,38,12.4,4,18,12
ampalaya_bilog,60,27.8,63.8,7.5,6.1,sandy,5,mixed,2,as-needed,111.7,58,19.4,2,22,10
patola,52,35.8,91.6,3.7,6.4,loamy,6,chemical,3,as-needed,350.0,55,19.8,3,3,1
ampalaya_bilog,96,20.3,78.6,12.0,6.8,loamy,3,none,2,regular,292.1,43,20.5,4,14,11
upo_smooth,63,25.5,64.7,10.5,6.7,loamy,7,organic,2,regular,414.0,39,22.1,4,45,22
ampalaya_bilog,33,15.7,62.2,5.5,7.5,clay,8,chemical,2,regular,329.9,59,20.2,5,20,4
kalabasa,52,22.9,72.4,6.6,6.0,clay,5,organic,4,as-needed,278.8,22,8.1,3,41,16
ampalaya_bilog,60,29.5,63.5,7.7,6.3,loamy,5,organic,2,intensive,139.4,55,5.9,2,18,12
kalabasa,65,31.7,68.4,6.8,6.9,loamy,3,mixed,1,regular,356.3,63,6.8,3,36,13
ampalaya_bilog,54,27.5,67.7,7.4,6.2,loamy,3,mixed,1,as-needed,96.2,25,20.6,3,31,13
cucumber,48,34.3,69.6,7.9,6.2,loamy,6,chemical,2,as-needed,147.4,49,15.4,2,34,9
kalabasa,50,25.4,64.2,7.5,6.3,clay,4,mixed,2,none,382.3,59,23.2,2,19,14
upo_smooth,107,27.0,73.8,4.0,6.4,loamy,6,organic,2,regular,397.5,39,13.0,4,39,12
patola,47,29.3,53.8,7.1,6.6,clay,7,chemical,3,regular,370.1,59,22.9,2,14,2
kalabasa,42,31.3,71.8,5.9,6.4,silty,5,chemical,2,none,171.9,56,14.2,3,28,6
upo_smooth,92,24.6,87.6,7.9,6.6,loamy,5,chemical,3,as-needed,177.4,24,5.2,3,27,12
patola,54,29.8,72.6,5.9,6.4,clay,4,none,3,as-needed,186.4,67,22.6,4,12,6
patola,44,27.1,76.6,11.6,6.7,loamy,6,chemical,1,regular,220.5,30,22.6,5,34,15
upo_smooth,60,27.7,86.1,6.6,6.4,loamy,4,chemical,1,as-needed,370.4,55,11.5,4,49,28
ampalaya_bilog,44,28.1,60.9,8.6,6.7,clay,3,none,2,none,230.6,75,16.5,3,12,13
cucumber,26,27.6,54.1,6.3,6.4,clay,5,organic,4,as-needed,220.1,47,22.3,3,24,16
kalabasa,68,37.5,60.8,7.7,6.0,loamy,4,mixed,2,as-needed,383.7,72,6.4,3,15,5
ampalaya_bilog,35,38.8,68.9,7.1,6.3,loamy,3,organic,0,none,295.7,24,16.5,2,8,1
cucumber,73,26.4,46.1,5.7,7.4,loamy,4,chemical,0,regular,167.8,10,11.4,4,26,13
kalabasa,42,26.2,79.3,6.1,6.6,silty,4,chemical,2,regular,254.9,21,19.2,5,45,16
ampalaya_bilog,46,25.1,74.2,7.8,6.4,clay,2,mixed,3,none,220.3,73,8.6,3,20,7
ampalaya_bilog,52,17.9,70.1,7.0,6.4,loamy,6,chemical,2,as-needed,217.5,62,21.5,4,32,11
cucumber,22,37.5,83.8,8.6,6.6,sandy,3,mixed,0,as-needed,154.2,67,17.1,4,25,10
patola,56,28.8,70.2,7.6,6.4,silty,4,chemical,2,intensive,232.3,58,14.3,5,28,16
ampalaya_bilog,29,29.4,64.6,10.2,6.1,loamy,4,chemical,1,as-needed,127.5,77,20.6,4,19,16
cucumber,39,20.1,77.7,5.1,7.7,loamy,7,organic,3,intensive,132.1,54,18.3,1,19,6
upo_smooth,65,27.8,75.9,7.1,6.8,silty,5,organic,3,none,422.3,48,15.1,3,38,11
upo_smooth,59,17.8,77.6,7.1,6.3,clay,5,organic,4,as-needed,190.5,42,11.5,5,39,14
cucumber,55,38.7,89.4,7.7,6.1,silty,6,none,2,regular,195.3,71,20.0,2,9,1
kalabasa,80,25.8,43.3,10.5,6.1,clay,7,none,3,regular,400.3,75,24.3,4,4,1
ampalaya_bilog,86,26.3,70.6,7.7,7.6,sandy,4,chemical,0,none,169.2,61,15.4,3,21,11
kalabasa,92,24.9,81.5,6.2,7.6,silty,3,mixed,2,intensive,129.7,65,6.1,4,26,11
patola,42,35.2,69.4,9.2,7.7,loamy,4,organic,2,regular,191.9,59,17.4,3,20,5
kalabasa,44,39.3,40.4,7.9,6.3,silty,3,organic,1,none,483.7,38,21.6,4,14,4
kalabasa,35,26.8,79.0,6.0,7.7,loamy,4,organic,3,regular,476.1,69,6.4,4,30,15
kalabasa,65,29.7,88.4,6.2,6.8,silty,3,organic,4,as-needed,249.7,53,10.8,3,33,15
upo_smooth,68,38.1,62.1,8.3,6.4,clay,4,chemical,1,regular,385.8,65,9.3,4,34,13
upo_smooth,91,25.2,60.9,6.3,7.1,loamy,3,mixed,0,as-needed,131.2,68,16.7,1,9,8
cucumber,61,18.5,74.5,10.3,6.6,loamy,5,none,2,regular,230.9,32,24.2,3,16,6
upo_smooth,107,24.4,89.7,7.4,5.1,silty,5,none,4,as-needed,272.3,53,5.2,4,14,13
kalabasa,55,30.4,77.5,6.2,6.6,loamy,6,organic,2,as-needed,255.4,43,17.0,5,34,16
ampalaya_bilog,61,24.7,72.8,7.9,6.4,loamy,8,mixed,2,regular,261.6,51,6.1,3,31,13
kalabasa,54,39.6,65.9,8.5,6.7,loamy,6,chemical,2,regular,318.5,75,7.2,4,17,5
ampalaya_bilog,40,27.0,55.0,7.0,6.2,loamy,5,organic,3,regular,169.7,76,21.9,5,37,25
cucumber,34,27.8,76.8,7.8,6.2,silty,8,none,0,none,135.2,66,15.1,3,15,5
cucumber,36,27.0,75.3,7.8,7.2,loamy,4,none,1,regular,182.5,14,16.2,3,26,7
patola,76,30.9,47.8,5.6,6.9,loamy,5,organic,1,regular,134.8,79,18.1,2,9,6
cucumber,43,33.9,70.4,11.4,6.2,loamy,2,mixed,2,as-needed,92.6,45,12.8,3,27,8
kalabasa,42,33.7,66.3,4.2,6.5,silty,5,organic,3,regular,427.1,53,8.4,2,24,7
patola,45,25.0,76.4,6.2,6.7,silty,6,mixed,1,as-needed,240.9,14,24.6,4,29,14
patola,28,19.8,69.6,6.6,7.1,clay,5,chemical,2,none,310.2,75,8.1,2,11,1
ampalaya_bilog,48,30.9,67.9,7.1,7.1,clay,4,mixed,4,as-needed,326.0,19,9.0,2,23,12
patola,93,25.1,52.3,7.9,6.5,clay,7,mixed,2,regular,109.0,55,13.5,4,17,11
cucumber,35,22.4,71.1,6.3,6.2,loamy,7,organic,3,regular,98.4,66,18.0,3,31,14
ampalaya_bilog,44,26.6,67.8,7.7,6.3,clay,4,none,3,none,188.2,33,18.9,4,26,7
cucumber,49,25.0,42.2,7.9,6.8,clay,4,organic,2,none,193.9,70,13.7,3,23,13
kalabasa,57,29.3,42.0,6.4,7.2,clay,4,mixed,3,as-needed,523.6,69,5.6,5,25,18
upo_smooth,66,26.7,89.4,3.3,6.6,clay,2,chemical,2,regular,270.7,76,9.9,2,22,1
upo_smooth,76,19.6,59.2,3.1,7.4,loamy,4,chemical,3,as-needed,269.1,14,16.9,3,1,1
kalabasa,75,25.6,77.2,6.6,6.3,clay,2,organic,1,none,192.3,79,14.6,3,28,5
kalabasa,36,37.5,65.0,7.7,6.7,loamy,4,none,1,none,260.4,76,10.4,5,12,1
cucumber,50,33.6,57.9,7.8,6.3,clay,5,chemical,3,none,260.0,78,12.1,5,31,13
upo_smooth,50,29.9,71.7,4.3,6.8,loamy,6,organic,2,regular,133.3,16,20.6,3,40,15
cucumber,54,23.8,71.3,4.0,6.0,sandy,3,mixed,3,regular,110.0,46,18.0,1,9,6
kalabasa,58,20.2,70.3,10.4,6.5,clay,8,organic,4,regular,200.7,30,18.8,5,30,5
upo_smooth,51,24.8,79.4,11.6,7.8,loamy,7,none,4,as-needed,216.9,44,12.6,4,25,12
patola,62,29.5,71.6,7.2,6.4,loamy,4,chemical,3,as-needed,245.4,41,13.0,4,29,9
upo_smooth,94,28.8,77.5,6.1,6.8,loamy,4,mixed,2,regular,308.1,12,9.3,2,17,11
cucumber,57,36.2,64.0,7.8,6.4,silty,5,chemical,2,intensive,61.9,32,23.9,3,26,17
patola,35,28.9,73.1,5.2,6.2,clay,5,organic,3,as-needed,143.2,24,15.8,3,19,13
kalabasa,47,29.5,62.8,11.4,6.0,clay,5,organic,2,as-needed,181.3,79,12.6,5,32,14
cucumber,45,26.8,60.3,7.5,6.6,clay,2,chemical,2,intensive,162.2,74,5.6,2,28,10
kalabasa,104,32.1,61.7,6.4,5.7,loamy,4,chemical,4,none,286.4,79,10.0,4,24,6
cucumber,36,23.0,55.0,7.7,7.4,clay,4,none,2,as-needed,178.2,25,22.6,3,21,17
patola,43,27.4,79.9,6.6,6.1,sandy,4,chemical,2,intensive,244.9,42,11.2,4,31,19
cucumber,42,35.7,68.2,8.8,6.0,clay,4,organic,0,regular,184.5,43,18.5,3,16,12
kalabasa,37,31.9,79.8,6.7,6.4,sandy,5,chemical,4,none,258.6,60,17.9,3,20,6
ampalaya_bilog,53,27.5,68.9,7.4,6.0,loamy,6,mixed,4,regular,148.8,45,5.6,4,46,20
ampalaya_bilog,66,22.1,66.1,7.2,6.5,loamy,4,chemical,2,regular,107.0,56,21.2,4,37,15
cucumber,52,26.7,61.6,6.6,6.5,clay,4,mixed,1,as-needed,227.3,68,12.9,3,27,18
kalabasa,49,24.7,40.2,6.1,6.4,loamy,3,mixed,2,regular,268.8,28,16.7,5,40,14
upo_smooth,39,33.5,66.2,7.9,6.0,loamy,5,organic,4,as-needed,189.3,43,11.5,5,34,15
kalabasa,65,30.1,41.3,6.7,6.5,clay,5,organic,1,as-needed,132.6,44,10.5,1,22,2
kalabasa,56,34.3,75.2,3.6,6.3,loamy,7,mixed,2,regular,514.5,22,17.7,4,23,8
patola,27,25.3,62.2,7.8,6.5,loamy,8,chemical,4,intensive,188.2,10,13.8,5,20,11
upo_smooth,54,24.8,65.7,6.1,6.3,clay,5,mixed,1,as-needed,132.6,35,17.3,4,59,23
patola,98,25.2,63.6,7.3,6.6,sandy,3,none,3,none,291.9,48,17.7,3,12,5
ampalaya_bilog,87,29.7,79.8,4.1,6.7,loamy,5,mixed,0,regular,294.8,37,11.0,4,27,15
upo_smooth,76,22.3,52.3,4.1,6.7,silty,5,organic,1,as-needed,280.0,78,7.2,3,27,18
upo_smooth,106,22.5,93.5,7.2,6.6,clay,2,organic,1,none,252.0,53,8.6,3,26,14
patola,65,24.9,68.3,6.8,6.5,clay,8,organic,3,regular,137.8,65,11.6,5,31,9
cucumber,53,20.5,66.0,6.2,6.4,silty,5,mixed,3,regular,246.1,27,13.5,5,54,29
ampalaya_bilog,58,25.7,84.0,10.8,6.7,sandy,6,organic,3,regular,290.1,44,15.7,2,15,12
upo_smooth,49,24.5,74.3,7.1,6.6,loamy,2,chemical,3,regular,191.5,67,11.2,3,39,12
upo_smooth,55,19.0,60.2,7.2,6.4,loamy,4,organic,3,regular,270.3,60,14.0,5,46,16
patola,100,15.3,41.4,4.6,6.3,sandy,4,organic,2,as-needed,276.9,13,12.8,5,5,1
ampalaya_bilog,38,25.1,82.4,7.4,6.4,loamy,5,organic,1,intensive,96.6,19,16.4,4,25,19
upo_smooth,66,22.4,47.7,3.4,6.1,loamy,4,chemical,3,regular,293.6,56,5.6,2,14,1
patola,37,27.4,73.0,7.0,6.2,silty,6,organic,2,as-needed,369.2,44,9.1,4,29,17
cucumber,41,26.0,70.5,11.9,6.2,sandy,5,chemical,2,as-needed,173.0,71,7.2,3,20,7
kalabasa,47,31.9,79.9,11.0,5.8,loamy,5,chemical,3,as-needed,456.9,78,8.9,2,18,5
upo_smooth,83,17.6,58.2,6.9,7.5,loamy,6,organic,2,as-needed,408.1,16,7.9,4,33,14
cucumber,46,20.7,68.7,6.1,6.1,clay,7,organic,2,regular,127.7,21,19.8,4,45,23
ampalaya_bilog,55,21.6,40.1,5.2,5.5,sandy,7,organic,2,regular,220.4,16,11.4,2,9,4
cucumber,54,20.7,63.9,6.9,7.9,sandy,6,organic,4,as-needed,243.9,39,13.9,4,29,22
upo_smooth,52,17.1,79.6,6.2,6.6,silty,2,chemical,1,regular,404.4,70,18.1,3,29,14
ampalaya_bilog,83,39.4,66.1,7.3,6.5,loamy,4,chemical,3,as-needed,229.1,34,21.3,3,15,4
patola,73,28.8,62.1,6.3,5.5,loamy,5,chemical,1,as-needed,135.5,39,12.6,2,17,8
patola,94,28.0,79.8,6.8,6.1,clay,5,chemical,0,regular,244.9,44,11.4,1,1,1
kalabasa,35,27.4,62.4,6.1,6.6,clay,5,none,3,regular,446.3,37,9.9,4,26,9
ampalaya_bilog,83,16.0,94.8,7.9,5.7,loamy,4,chemical,1,regular,154.6,68,5.1,3,9,5
kalabasa,100,26.6,44.7,7.8,6.6,loamy,7,mixed,2,regular,268.8,69,11.0,2,6,3
kalabasa,24,27.3,65.4,5.0,6.4,clay,4,organic,3,regular,187.2,49,14.2,4,33,11
cucumber,21,17.9,72.9,9.9,6.4,loamy,4,chemical,0,regular,228.6,61,17.1,3,11,8
ampalaya_bilog,30,29.7,84.0,7.7,6.6,loamy,4,mixed,2,regular,142.9,53,16.4,2,19,7
cucumber,44,35.3,46.9,7.2,6.7,loamy,4,chemical,2,as-needed,252.2,79,7.9,3,16,8
upo_smooth,51,27.3,63.4,7.4,6.6,clay,5,organic,1,as-needed,416.6,26,24.2,3,49,20
patola,30,26.3,77.4,10.6,6.6,sandy,3,organic,3,intensive,119.5,32,22.0,3,16,9
upo_smooth,70,26.6,71.5,9.1,6.6,loamy,6,organic,2,regular,282.9,46,20.9,4,47,26
cucumber,94,39.8,72.7,6.6,6.3,sandy,4,organic,3,as-needed,128.1,15,22.0,4,12,4
ampalaya_bilog,97,28.1,69.4,8.0,6.6,sandy,6,organic,1,none,253.2,79,18.3,3,17,4
kalabasa,51,38.3,67.2,7.1,6.6,loamy,2,organic,3,as-needed,473.2,58,11.2,3,26,6
kalabasa,57,25.4,68.9,6.7,6.1,loamy,5,organic,2,regular,350.7,51,10.9,3,32,10
patola,64,29.8,71.2,6.8,5.5,loamy,3,mixed,3,regular,307.8,13,9.1,4,45,15
ampalaya_bilog,45,27.4,65.2,6.8,6.1,loamy,3,organic,1,as-needed,174.9,25,17.8,5,45,18
kalabasa,54,31.5,64.0,6.6,6.0,loamy,3,organic,4,intensive,137.3,41,8.3,4,38,13
patola,46,30.1,64.9,11.6,6.6,clay,3,mixed,2,intensive,338.5,14,17.4,4,26,16
cucumber,51,35.6,65.2,7.6,6.4,loamy,4,chemical,2,intensive,107.0,27,9.2,4,24,15
upo_smooth,39,24.9,68.3,6.1,6.1,loamy,4,organic,2,intensive,330.4,30,8.5,3,50,14
cucumber,84,22.0,91.0,7.1,6.2,loamy,5,organic,2,as-needed,205.6,39,5.5,5,37,13
cucumber,65,22.7,64.4,6.2,6.2,silty,5,mixed,2,as-needed,132.8,28,20.7,3,33,12
upo_smooth,60,27.9,85.0,8.0,6.3,sandy,5,mixed,0,none,386.2,17,6.6,5,56,25
kalabasa,34,29.0,49.1,7.7,6.8,sandy,8,none,2,regular,496.4,50,9.4,3,16,4
upo_smooth,89,24.9,60.8,7.8,6.8,loamy,2,chemical,3,regular,404.2,73,18.7,2,22,6
cucumber,52,22.1,63.5,6.9,7.3,clay,2,organic,2,as-needed,72.1,29,22.3,3,39,19
cucumber,49,24.3,72.7,6.7,5.5,loamy,5,chemical,4,as-needed,83.5,47,6.3,2,27,13
kalabasa,83,30.5,80.3,6.1,7.0,loamy,4,mixed,3,intensive,479.4,15,13.3,3,22,11
cucumber,46,27.2,75.1,7.9,7.5,clay,4,organic,2,none,175.1,14,15.3,3,27,12
cucumber,33,37.5,79.9,7.6,5.6,silty,5,mixed,2,as-needed,200.0,43,12.5,3,25,7
upo_smooth,55,24.4,79.2,3.2,7.1,clay,5,chemical,1,as-needed,416.9,73,9.8,2,12,7
ampalaya_bilog,51,36.1,75.8,7.7,6.4,silty,6,mixed,3,intensive,259.6,63,15.5,5,29,12
kalabasa,66,19.8,74.1,4.5,6.1,loamy,5,organic,2,regular,284.0,41,20.1,3,22,9
cucumber,69,24.2,78.2,6.9,6.3,clay,5,mixed,2,regular,207.0,68,17.2,3,32,20
kalabasa,44,28.6,72.5,6.9,6.7,loamy,5,mixed,2,as-needed,376.4,62,10.5,2,26,5
kalabasa,52,29.4,73.6,8.5,6.8,loamy,3,mixed,2,as-needed,518.9,18,6.4,3,24,11
ampalaya_bilog,53,15.6,93.6,6.9,7.0,sandy,5,mixed,2,as-needed,240.1,45,15.7,3,21,12
upo_smooth,58,27.3,79.5,6.3,6.4,loamy,5,chemical,0,regular,323.2,20,12.0,4,51,21
patola,62,39.9,81.8,8.2,7.9,silty,5,organic,3,regular,277.4,60,13.3,1,1,1
kalabasa,52,27.7,78.0,6.7,6.7,loamy,4,mixed,4,as-needed,457.6,12,5.0,3,43,6
upo_smooth,103,26.0,53.2,7.2,6.1,loamy,3,chemical,2,as-needed,371.5,16,24.5,2,15,14
